Time (s),Channel 1 (V),Channel 4 (V)
-0.0001017629164209906,1.330727717495841,0.4707091958851213
-0.0001017379164209906,1.320149736312117,0.46668525282027
-0.0001017129164209906,1.309571755128393,0.4566253951581429
-0.0001016879164209906,1.320149736312113,0.4485775090284398
-0.0001016629164209906,1.320149736312115,0.4385176513663118
-0.0001016379164209906,1.330727717495837,0.4304697652366088
-0.0001016129164209906,1.320149736312116,0.4204099075744808
-0.0001015879164209906,1.330727717495838,0.4123620214447778
-0.0001015629164209906,1.320149736312115,0.4043141353150752
-0.0001015379164209906,1.320149736312115,0.3922423061205214
-0.0001015129164209906,0.8547185642282845,0.3761465338611161
-0.0001014879164209906,-0.2665474412464035,0.3359071032126036
-0.0001014629164209906,-0.6050428391255485,0.3359071032126039
-0.0001014379164209906,-0.7002446697790552,0.3399310462774549
-0.0001014129164209906,-0.7108226509627789,0.3399310462774537
-0.0001013879164209906,-0.7214006321464986,0.3278592170829002
-0.0001013629164209906,-0.700244669779056,0.319811330953199
-0.0001013379164209906,-0.7108226509627761,0.321823302485625
-0.0001013129164209906,-0.7002446697790544,0.3258472455504771
-0.0001012879164209906,-0.7002446697790521,0.3338951316801794
-0.0001012629164209906,-0.6896666885953336,0.3399310462774573
-0.0001012379164209906,-0.7002446697790544,0.3499909039395862
-0.0001012129164209906,-0.7002446697790544,0.3620627331341337
-0.0001011879164209906,-0.7002446697790544,0.3721225907962626
-0.0001011629164209906,-0.7002446697790544,0.3841944199908161
-0.0001011379164209906,-0.689666688595333,0.3922423061205196
-0.0001011129164209906,-0.6896666885953311,0.4043141353150729
-0.0001010879164209906,-0.7108226509627752,0.4123620214447762
-0.0001010629164209906,-0.7002446697790555,0.4244338506393297
-0.0001010379164209906,-0.689666688595332,0.4344937083014583
-0.0001010129164209906,-0.23481349769525,0.4546134236257142
-0.0001009879164209906,0.8547185642282514,0.4827810250796731
-0.0001009629164209906,1.203791943291155,0.492840882741802
-0.0001009379164209906,1.309571755128392,0.4868049681445253
-0.0001009129164209906,1.320149736312115,0.4928408827418025
-0.0001008879164209906,1.320149736312115,0.5029007404039303
-0.0001008629164209906,1.320149736312114,0.5049127119363553
-0.0001008379164209906,1.309571755128393,0.4988767973390778
-0.0001008129164209906,1.320149736312115,0.4888169396769495
-0.0001007879164209906,1.320149736312115,0.4787570820148214
-0.0001007629164209906,1.320149736312115,0.4707091958851188
-0.0001007379164209906,1.320149736312115,0.4626613097554161
-0.0001007129164209906,1.320149736312112,0.4546134236257134
-0.0001006879164209906,1.309571755128394,0.4465655374960092
-0.0001006629164209906,1.320149736312112,0.4324817367690371
-0.0001006379164209906,1.320149736312115,0.4204099075744826
-0.0001006129164209906,1.309571755128394,0.4063261068475034
-0.0001005879164209906,1.320149736312113,0.3942542776529489
-0.0001005629164209906,1.309571755128393,0.3801704769259696
-0.0001005379164209906,1.309571755128391,0.3701106192638406
-0.0001005129164209906,0.8441405830446136,0.3520028754720106
-0.0001004879164209906,-0.2665474412462984,0.3157873878883506
-0.0001004629164209906,-0.6050428391255226,0.3137754163559219
-0.0001004379164209906,-0.6896666885953279,0.3238352740180495
-0.0001004129164209906,-0.7002446697790543,0.3198113309531987
-0.0001003879164209906,-0.7108226509627779,0.3137754163559218
-0.0001003629164209906,-0.7108226509627775,0.3057275302262195
-0.0001003379164209906,-0.7002446697790551,0.3097514732910708
-0.0001003129164209906,-0.710822650962777,0.3137754163559223
-0.0001002879164209906,-0.7002446697790544,0.3198113309531996
-0.0001002629164209906,-0.700244669779053,0.3278592170829022
-0.0001002379164209906,-0.6896666885953311,0.3359071032126055
-0.0001002129164209906,-0.689666688595333,0.3479789324071592
-0.0001001879164209906,-0.7002446697790566,0.358038790069288
-0.0001001629164209906,-0.710822650962773,0.3701106192638424
-0.0001001379164209906,-0.6896666885953338,0.3841944199908211
-0.0001001129164209906,-0.7002446697790516,0.394254277652944
-0.0001000879164209906,-0.6896666885953336,0.4043141353150724
-0.0001000629164209906,-0.7002446697790521,0.4163859645096259
-0.0001000379164209906,-0.6896666885953331,0.4304697652366051
-0.0001000129164209906,-0.2348134976953009,0.4465655374960102
-9.998791642099057e-05,0.8758745265955732,0.4827810250796689
-9.996291642099057e-05,1.224947905658563,0.4928408827418009
-9.993791642099057e-05,1.309571755128383,0.4868049681445258
-9.991291642099057e-05,1.320149736312114,0.4908289112093762
-9.988791642099057e-05,1.320149736312115,0.4988767973390786
-9.986291642099057e-05,1.320149736312115,0.5069246834687813
-9.983791642099057e-05,1.309571755128391,0.5008887688715046
-9.981291642099057e-05,1.320149736312115,0.4908289112093762
-9.978791642099056e-05,1.320149736312115,0.480769053547248
-9.976291642099056e-05,1.330727717495837,0.4727211674175451
-9.973791642099056e-05,1.320149736312115,0.4626613097554172
-9.971291642099056e-05,1.320149736312116,0.4566253951581397
-9.968791642099056e-05,1.330727717495837,0.4465655374960116
-9.966291642099056e-05,1.320149736312117,0.4385176513663086
-9.963791642099056e-05,1.330727717495838,0.4284577937041806
-9.961291642099056e-05,1.330727717495838,0.4204099075744775
-9.958791642099056e-05,1.330727717495836,0.4103500499123496
-9.956291642099056e-05,1.320149736312118,0.4023021637826464
-9.953791642099057e-05,1.330727717495836,0.3922423061205236
-9.951291642099057e-05,0.8547185642283915,0.3741345623286945
-9.948791642099057e-05,-0.2453914788787294,0.333895131680186
-9.946291642099057e-05,-0.6050428391254811,0.3298711886153275
-9.943791642099057e-05,-0.6896666885953183,0.337919074745028
-9.941291642099057e-05,-0.7108226509627752,0.3338951316801785
-9.938791642099057e-05,-0.7214006321465001,0.3238352740180509
-9.936291642099057e-05,-0.7002446697790561,0.319811330953199
-9.933791642099057e-05,-0.7002446697790544,0.3198113309531987
-9.931291642099057e-05,-0.7002446697790544,0.3278592170829009
-9.928791642099057e-05,-0.7002446697790544,0.3318831601477524
-9.926291642099057e-05,-0.7002446697790546,0.3379190747450295
-9.923791642099056e-05,-0.7108226509627774,0.3479789324071579
-9.921291642099056e-05,-0.7002446697790536,0.360050761601712
-9.918791642099056e-05,-0.6896666885953311,0.3721225907962658
-9.916291642099056e-05,-0.6896666885953311,0.3821824484583939
-9.913791642099056e-05,-0.6896666885953325,0.3902303345880966
-9.911291642099056e-05,-0.7002446697790526,0.3982782207177999
-9.908791642099056e-05,-0.6896666885953291,0.4103500499123539
-9.906291642099056e-05,-0.6790887074116099,0.4224218791069071
-9.903791642099056e-05,-0.6896666885952225,0.4304697652366127
-9.901291642099056e-05,-0.2348134976949356,0.4505894805608725
-9.898791642099057e-05,0.8652965454117283,0.4827810250796658
-9.896291642099057e-05,1.235525886842243,0.4908289112093747
-9.893791642099057e-05,1.320149736312097,0.4868049681445261
-9.891291642099057e-05,1.330727717495836,0.4888169396769505
-9.888791642099057e-05,1.320149736312117,0.4988767973390774
-9.886291642099057e-05,1.320149736312115,0.5049127119363551
-9.883791642099057e-05,1.320149736312115,0.4988767973390796
-9.881291642099057e-05,1.320149736312115,0.4847929966121008
-9.878791642099057e-05,1.330727717495838,0.4767451104823976
-9.876291642099057e-05,1.330727717495838,0.468697224352695
-9.873791642099057e-05,1.330727717495838,0.4586373666905667
-9.871291642099057e-05,1.330727717495838,0.4526014520932895
-9.868791642099057e-05,1.330727717495838,0.4405296228987355
-9.866291642099056e-05,1.330727717495838,0.4284577937041814
-9.863791642099056e-05,1.330727717495837,0.4143739929772018
-9.861291642099056e-05,1.320149736312115,0.4023021637826478
-9.858791642099056e-05,1.320149736312114,0.3902303345880938
-9.856291642099056e-05,1.309571755128393,0.3781585053935404
-9.853791642099056e-05,1.320149736312032,0.3701106192638359
-9.851291642099056e-05,0.865296545411781,0.352002875472002
-9.848791642099056e-05,-0.2348134976953105,0.3198113309531973
-9.846291642099056e-05,-0.6050428391255654,0.3137754163559239
-9.843791642099057e-05,-0.6896666885953089,0.3218233024856222
-9.841291642099057e-05,-0.7002446697790519,0.3198113309531992
-9.838791642099057e-05,-0.7108226509627756,0.3077395017586475
-9.836291642099057e-05,-0.7108226509627779,0.3057275302262197
-9.833791642099057e-05,-0.7214006321464994,0.3057275302262193
-9.831291642099057e-05,-0.7319786133302232,0.30975147329107
-9.828791642099057e-05,-0.689666688595336,0.3177993594207721
-9.826291642099057e-05,-0.7002446697790534,0.3278592170829002
-9.823791642099057e-05,-0.7002446697790544,0.3359071032126031
-9.821291642099057e-05,-0.7108226509627774,0.3479789324071569
-9.818791642099057e-05,-0.7002446697790546,0.3600507616017109
-9.816291642099057e-05,-0.7002446697790544,0.3701106192638393
-9.813791642099057e-05,-0.7002446697790544,0.3821824484583932
-9.811291642099056e-05,-0.700244669779055,0.3922423061205217
-9.808791642099056e-05,-0.7108226509627779,0.4043141353150755
-9.806291642099056e-05,-0.7108226509627779,0.4143739929772046
-9.803791642099056e-05,-0.7108226509627175,0.4304697652366101
-9.801291642099056e-05,-0.2348134976950587,0.4485775090284433
-9.798791642099056e-05,0.8652965454120718,0.4807690535472498
-9.796291642099056e-05,1.224947905658621,0.4888169396769501
-9.793791642099056e-05,1.309571755128399,0.4847929966121005
-9.791291642099056e-05,1.341305698679556,0.4888169396769534
-9.788791642099057e-05,1.320149736312121,0.4988767973390763
-9.786291642099057e-05,1.320149736312115,0.5049127119363545
-9.783791642099057e-05,1.298993773944673,0.4988767973390803
-9.781291642099057e-05,1.320149736312111,0.4868049681445276
-9.778791642099057e-05,1.330727717495837,0.4787570820148241
-9.776291642099057e-05,1.320149736312116,0.4686972243526962
-9.773791642099057e-05,1.320149736312115,0.4646732812878439
-9.771291642099057e-05,1.330727717495837,0.4526014520932909
-9.768791642099057e-05,1.320149736312116,0.4465655374960133
-9.766291642099057e-05,1.330727717495838,0.4344937083014597
-9.763791642099057e-05,1.320149736312115,0.4264458221717569
-9.761291642099057e-05,1.330727717495838,0.4183979360420541
-9.758791642099057e-05,1.309571755128392,0.4103500499123514
-9.756291642099056e-05,1.320149736312115,0.4002901922502231
-9.753791642099056e-05,1.320149736312083,0.3902303345880941
-9.751291642099056e-05,0.8652965454119022,0.3721225907962613
-9.748791642099056e-05,-0.2559694600627121,0.3338951316801773
-9.746291642099056e-05,-0.5944648579418357,0.3278592170829021
-9.743791642099056e-05,-0.7002446697790562,0.3338951316801777
-9.741291642099056e-05,-0.7108226509627779,0.3318831601477509
-9.738791642099056e-05,-0.7108226509627755,0.3238352740180482
-9.736291642099056e-05,-0.700244669779057,0.3157873878883479
-9.733791642099056e-05,-0.7108226509627806,0.3177993594207752
-9.731291642099057e-05,-0.7214006321464985,0.3258472455504735
-9.728791642099057e-05,-0.7108226509627803,0.3298711886153258
-9.726291642099057e-05,-0.7002446697790565,0.3359071032126024
-9.723791642099057e-05,-0.710822650962776,0.3439549893423047
-9.721291642099057e-05,-0.7108226509627779,0.3600507616017086
-9.718791642099057e-05,-0.7002446697790558,0.3680986477314125
-9.716291642099057e-05,-0.7108226509627767,0.3761465338611152
-9.713791642099057e-05,-0.7002446697790553,0.3882183630556688
-9.711291642099057e-05,-0.7002446697790544,0.3982782207177973
-9.708791642099057e-05,-0.6896666885953314,0.4083380783799257
-9.706291642099057e-05,-0.6896666885953311,0.4204099075744797
-9.703791642099057e-05,-0.7002446697790475,0.4284577937041825
-9.701291642099057e-05,-0.2348134976951819,0.4485775090284396
-9.698791642099056e-05,0.8652965454120316,0.4787570820148234
-9.696291642099056e-05,1.224947905658613,0.4888169396769503
-9.693791642099056e-05,1.320149736312116,0.4827810250796742
-9.691291642099056e-05,1.330727717495837,0.4847929966121013
-9.688791642099056e-05,1.320149736312117,0.496864825806654
-9.686291642099056e-05,1.330727717495836,0.5008887688715035
-9.683791642099056e-05,1.320149736312119,0.4948528542742257
-9.681291642099056e-05,1.341305698679554,0.4847929966120973
-9.678791642099056e-05,1.309571755128397,0.4747331389499689
-9.676291642099057e-05,1.330727717495833,0.464673281287846
-9.673791642099057e-05,1.320149736312117,0.458637366690568
-9.671291642099057e-05,1.320149736312115,0.4485775090284406
-9.668791642099057e-05,1.320149736312115,0.4324817367690365
-9.666291642099057e-05,1.320149736312115,0.422421879106907
-9.663791642099057e-05,1.330727717495837,0.4063261068475026
-9.661291642099057e-05,1.320149736312116,0.3982782207177988
-9.658791642099057e-05,1.320149736312115,0.3882183630556707
-9.656291642099057e-05,1.320149736312115,0.3801704769259678
-9.653791642099057e-05,1.320149736312115,0.3701106192638396
-9.651291642099057e-05,0.8758745265957396,0.3540148470044345
-9.648791642099057e-05,-0.2348134976952277,0.3218233024856242
-9.646291642099057e-05,-0.6050428391255468,0.3117634448234966
-9.643791642099056e-05,-0.700244669779055,0.3238352740180496
-9.641291642099056e-05,-0.7108226509627787,0.3177993594207724
-9.638791642099056e-05,-0.7214006321465001,0.3097514732910699
-9.636291642099056e-05,-0.7108226509627779,0.303715558693794
-9.633791642099056e-05,-0.7108226509627795,0.30572753022622
-9.631291642099056e-05,-0.7214006321465012,0.309751473291072
-9.628791642099056e-05,-0.7214006321464991,0.3177993594207747
