Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
6282.584472769901,0.0337931722794298,-7.851613505624135,66.60608182088598
6442.624660983059,0.03271295402536699,-7.588327993700216,65.77183985958825
6606.741652612757,0.03195334507015088,-7.336304330715872,64.93263463980911
6775.039298612202,0.02791862661982331,-7.084170868198139,64.12073044408017
6947.62409539463,0.03098533310090334,-6.849819510988688,63.25806686880551
7124.605252222753,0.02861062931479016,-6.62181937306751,62.43325375432372
7306.094760314868,0.02305546124700411,-6.395344256796613,61.5133620659532
7492.207463711346,0.03235452377283426,-6.175872266852888,60.68253675453271
7683.061131946344,0.03084579491684702,-5.968346600036588,59.82992835542414
7878.77653457073,0.03172447917395802,-5.762277205864597,58.96823308228307
8079.477517573379,0.02226338374334638,-5.56815073740128,58.12380074301864
8285.291081749194,0.03154474530835576,-5.373637848357177,57.27893628749506
8496.347463063448,0.02697926995876064,-5.189102212617244,56.42394984937594
8712.780215063285,0.03441625509215181,-5.008086855793852,55.53066717757984
8934.726293388569,0.02209417080184201,-4.828795847162604,54.68992881409326
9162.326142435488,0.02942406454630063,-4.660343018993856,53.91075833318978
9395.723784227832,0.0349483497030686,-4.496064701422995,52.99541702368582
9635.06690955213,0.03548646475596627,-4.326945326457699,52.15060675421454
9880.506971414319,0.03059611605898863,-4.172279888005527,51.37975863581406
10132.19928087711,0.02591244631589515,-4.03165787668935,50.53458290433031
10390.30310533868,0.04076658166355264,-3.889429074902567,49.61317719230119
10654.98176931485,0.03283545031160243,-3.738938804247872,48.76908497460408
10926.40275778858,0.03805053218517832,-3.608869078443294,47.97188656082227
11204.73782219214,0.03596685911360141,-3.471042121179523,47.14743391509973
11490.16308908905,0.01587506618670475,-3.349019216442091,46.39741271698132
11782.85917162448,0.03232773778783631,-3.220455899694546,45.54435390878584
12083.01128381478,0.03487698093318053,-3.103687756840278,44.70461084666471
12390.80935774833,0.0359068834071157,-2.983787127103438,43.91116080047894
12706.44816377191,0.03340397915593891,-2.874337045610608,43.11742081673334
13030.12743373869,0.03516044329777363,-2.767198974400208,42.30090045807479
13362.05198739575,0.03187098081120156,-2.664071337485695,41.49906884574519
13702.43186199121,0.03399245867373465,-2.560339201321673,40.75018422521886
14051.48244518284,0.03629297855475308,-2.464172972280787,39.96304188344234
14409.42461133242,0.03402692027875878,-2.37053608819321,39.2041364075185
14776.48486127191,0.0355069010866629,-2.282297920588251,38.44527615202485
15152.89546563012,0.03435939866930284,-2.191947597083051,37.68230815560307
15538.89461181025,0.03566845163726533,-2.106636150720459,36.94454006869957
15934.72655471162,0.03473751863866267,-2.025892295332841,36.21581907742864
16340.64177129078,0.03680391910030649,-1.947087082478361,35.46676827501805
16756.89711905981,0.0366507022498844,-1.874890515504317,34.76169222368636
17183.75599862223,0.02893273209247058,-1.803270522512782,34.07130518231211
17621.48852034923,0.03482611405820788,-1.729632901590851,33.36012061474361
18070.37167530175,0.0172892398150035,-1.665407721258769,32.67930240061116
18530.68951050659,0.03582098335115649,-1.599026015574062,31.98459772011098
19002.73330869741,0.02776488340326554,-1.534571928869838,31.3035682223953
19486.80177263444,0.0348131361943332,-1.474432804046717,30.65050559855214
19983.20121411937,0.04002315044591259,-1.41841287390724,29.9745780891381
20492.24574782527,0.03932425796529207,-1.364584683430838,29.35896743179539
21014.25749006393,0.0329414432138105,-1.310853249301129,28.73921547689279
21549.56676261667,0.03672130220739792,-1.262748210065669,28.09917672424089
22098.51230175729,0.03774198454171402,-1.212161978680829,27.49484031353291
22661.44147259973,0.02988936561065142,-1.166119872658401,26.88120896979216
23238.7104889059,0.03392807323786592,-1.120924735783752,26.30458132720375
23830.68463849276,0.02868276547029346,-1.08037623699694,25.6981689376407
24437.7385143814,0.04103132238082704,-1.039239057580772,25.13004294369998
25060.25625183431,0.02666430696768126,-0.9970821643127504,24.58673497003034
25698.63177143082,0.03470165892608536,-0.9602418547710232,24.03053684678504
26353.26902833461,0.03419959049783139,-0.9247332410495647,23.49288677904444
27024.58226791086,0.03251487234331371,-0.8939579506081057,22.95001390981757
27712.99628785503,0.03540139389894393,-0.8594698776579549,22.43273601861162
28418.94670699892,0.02615110749464201,-0.8285338281466462,21.93735388532019
29142.88024096421,0.03972609083633639,-0.796872074371456,21.42347202494484
29885.2549848379,0.03933361299210267,-0.7686911812608632,20.92156588431578
30646.54070304854,0.0439067406997244,-0.7419067391854225,20.43204547711538
31427.2191266266,0.03955493088166605,-0.7130950865969108,19.97634462788518
32227.78425803723,0.04193874990371729,-0.6898753564909175,19.5090240547848
33048.74268377812,0.03703155382348537,-0.6614909646658631,19.07003369497662
33890.61389494038,0.04522389240504552,-0.6410360823378131,18.61325853923886
34753.93061593535,0.03828797153221066,-0.617327377247036,18.19253560876906
35639.23914159519,0.03604456192726239,-0.5972354143860177,17.7787496331287
36547.0996828606,0.02738238131943379,-0.5776188898446163,17.34050538114125
37478.08672127463,0.04182555332607386,-0.5598807661255587,16.92139543102709
