Time (s),Channel 1 (V),Channel 2 (V)
-0.0001127757212936047,3.023204706891581,2.909864065132383
-0.0001127257212936047,3.033782688075305,1.241021379417089
-0.0001126757212936047,3.044360669259028,1.250667868929791
-0.0001126257212936047,3.054938650442752,1.260314358442596
-0.0001125757212936046,3.054938650442752,1.279607337468206
-0.0001125257212936046,3.044360669259029,1.269960847955402
-0.0001124757212936046,3.054938650442752,1.289253826981012
-0.0001124257212936046,3.054938650442752,1.298900316493817
-0.0001123757212936046,3.044360669259029,1.308546806006621
-0.0001123257212936046,3.044360669259029,1.308546806006624
-0.0001122757212936047,3.044360669259029,1.327839785032229
-0.0001122257212936047,3.044360669259029,1.337486274545035
-0.0001121757212936047,3.044360669259029,1.337486274545036
-0.0001121257212936047,3.033782688075306,1.34713276405784
-0.0001120757212936047,3.033782688075306,1.356779253570646
-0.0001120257212936046,3.044360669259029,1.356779253570646
-0.0001119757212936046,3.044360669259029,1.366425743083451
-0.0001119257212936046,3.044360669259028,1.376072232596257
-0.0001118757212936046,3.033782688075306,1.395365211621866
-0.0001118257212936046,3.033782688075307,1.395365211621867
-0.0001117757212936046,3.044360669259029,1.405011701134672
-0.0001117257212936047,3.044360669259029,1.414658190647474
-0.0001116757212936047,3.054938650442752,1.405011701134671
-0.0001116257212936047,3.054938650442752,1.424304680160279
-0.0001115757212936047,3.054938650442752,1.433951169673085
-0.0001115257212936047,3.054938650442752,1.453244148698695
-0.0001114757212936047,3.054938650442752,1.453244148698695
-0.0001114257212936046,3.054938650442752,1.453244148698695
-0.0001113757212936046,3.044360669259028,1.462890638211501
-0.0001113257212936046,3.033782688075306,1.472537127724306
-0.0001112757212936046,3.044360669259029,1.482183617237111
-0.0001112257212936046,3.044360669259027,1.491830106749915
-0.0001111757212936047,3.033782688075307,1.491830106749915
-0.0001111257212936047,3.044360669259028,1.511123085775523
-0.0001110757212936047,3.044360669259029,1.511123085775525
-0.0001110257212936047,3.033782688075306,1.520769575288329
-0.0001109757212936047,3.033782688075306,1.52076957528833
-0.0001109257212936047,3.033782688075306,1.530416064801135
-0.0001108757212936046,3.033782688075305,1.54006255431394
-0.0001108257212936046,3.023204706891583,1.549709043826744
-0.0001107757212936046,3.033782688075306,1.549709043826744
-0.0001107257212936046,3.044360669259028,1.549709043826745
-0.0001106757212936046,3.033782688075307,1.559355533339552
-0.0001106257212936047,3.044360669259027,1.578648512365157
-0.0001105757212936047,3.054938650442752,1.588295001877963
-0.0001105257212936047,3.033782688075307,1.588295001877964
-0.0001104757212936047,3.044360669259028,1.597941491390769
-0.0001104257212936047,3.044360669259029,1.588295001877964
-0.0001103757212936047,3.044360669259029,1.607587980903574
-0.0001103257212936046,3.044360669259029,1.617234470416379
-0.0001102757212936046,3.044360669259028,1.61723447041638
-0.0001102257212936046,3.033782688075306,1.636527449441989
-0.0001101757212936046,3.033782688075306,1.636527449441988
-0.0001101257212936046,3.044360669259029,1.626880959929186
-0.0001100757212936047,3.044360669259029,1.646173938954791
-0.0001100257212936047,3.044360669259029,1.655820428467597
-0.0001099757212936047,3.033782688075306,1.655820428467599
-0.0001099257212936047,3.044360669259028,1.665466917980403
-0.0001098757212936047,3.044360669259029,1.675113407493208
-0.0001098257212936047,3.033782688075306,1.675113407493209
-0.0001097757212936046,3.033782688075306,1.684759897006014
-0.0001097257212936046,3.033782688075306,1.684759897006014
-0.0001096757212936046,3.033782688075306,1.694406386518819
-0.0001096257212936046,3.033782688075306,1.704052876031623
-0.0001095757212936046,3.033782688075307,1.704052876031624
-0.0001095257212936047,3.044360669259027,1.713699365544427
-0.0001094757212936047,3.044360669259029,1.723345855057232
-0.0001094257212936047,3.054938650442752,1.732992344570037
-0.0001093757212936047,3.054938650442752,1.732992344570038
-0.0001093257212936047,3.054938650442752,1.752285323595647
-0.0001092757212936047,3.044360669259029,1.752285323595648
-0.0001092257212936046,3.044360669259029,1.742638834082843
-0.0001091757212936046,3.033782688075306,1.752285323595648
-0.0001091257212936046,3.033782688075306,1.752285323595649
-0.0001090757212936046,3.033782688075306,1.771578302621259
-0.0001090257212936046,3.033782688075306,1.781224792134063
-0.0001089757212936046,3.033782688075304,1.781224792134064
-0.0001089257212936047,3.023204706891584,1.790871281646867
-0.0001088757212936047,3.023204706891582,1.790871281646868
-0.0001088257212936047,3.033782688075305,1.800517771159672
-0.0001087757212936047,3.023204706891583,1.800517771159673
-0.0001087257212936047,3.023204706891582,1.819810750185282
-0.0001086757212936046,3.023204706891582,1.829457239698087
-0.0001086257212936046,3.033782688075305,1.819810750185283
-0.0001085757212936046,3.023204706891584,1.829457239698088
-0.0001085257212936046,3.044360669259027,1.839103729210892
-0.0001084757212936046,3.023204706891585,1.839103729210892
-0.0001084257212936046,3.044360669259027,1.839103729210895
-0.0001083757212936047,3.033782688075307,1.8583967082365
-0.0001083257212936047,3.044360669259028,1.858396708236502
-0.0001082757212936047,3.033782688075306,1.858396708236502
-0.0001082257212936047,3.044360669259028,1.868043197749307
-0.0001081757212936047,3.044360669259029,1.877689687262112
-0.0001081257212936046,3.023204706891582,1.868043197749307
-0.0001080757212936046,3.023204706891583,1.887336176774917
-0.0001080257212936046,3.033782688075306,1.887336176774917
-0.0001079757212936046,3.044360669259028,1.887336176774918
-0.0001079257212936046,3.033782688075305,1.896982666287722
-0.0001078757212936046,3.023204706891584,1.896982666287723
-0.0001078257212936047,3.033782688075304,1.906629155800526
-0.0001077757212936047,3.044360669259028,1.916275645313331
-0.0001077257212936047,3.023204706891584,1.906629155800527
-0.0001076757212936047,3.033782688075305,1.925922134826136
-0.0001076257212936047,3.033782688075306,1.925922134826137
-0.0001075757212936047,3.044360669259029,1.925922134826137
-0.0001075257212936046,3.044360669259028,1.935568624338942
-0.0001074757212936046,3.033782688075306,1.945215113851747
-0.0001074257212936046,3.044360669259029,1.954861603364552
-0.0001073757212936046,3.044360669259029,1.964508092877356
-0.0001073257212936046,3.044360669259029,1.964508092877356
-0.0001072757212936047,3.044360669259029,1.964508092877356
-0.0001072257212936047,3.044360669259029,1.964508092877356
-0.0001071757212936047,3.044360669259029,1.974154582390161
-0.0001071257212936047,3.033782688075306,1.983801071902966
-0.0001070757212936047,3.033782688075306,1.993447561415771
-0.0001070257212936047,3.044360669259029,1.993447561415771
-0.0001069757212936046,3.023204706891582,1.993447561415771
-0.0001069257212936046,3.023204706891583,1.993447561415772
-0.0001068757212936046,3.033782688075305,2.003094050928577
-0.0001068257212936046,3.023204706891583,2.012740540441381
-0.0001067757212936046,3.033782688075306,2.012740540441382
-0.0001067257212936047,3.033782688075306,2.022387029954185
-0.0001066757212936047,3.023204706891583,2.022387029954186
-0.0001066257212936047,3.023204706891582,2.022387029954186
-0.0001065757212936047,3.023204706891582,2.022387029954186
-0.0001065257212936047,3.023204706891582,2.032033519466991
-0.0001064757212936047,3.033782688075306,2.041680008979796
-0.0001064257212936046,3.023204706891582,2.041680008979796
-0.0001063757212936046,3.033782688075306,2.041680008979797
-0.0001063257212936046,3.044360669259028,2.060972988005406
-0.0001062757212936046,3.033782688075306,2.051326498492602
-0.0001062257212936046,3.044360669259027,2.060972988005407
-0.0001061757212936047,3.033782688075307,2.07061947751821
-0.0001061257212936047,3.033782688075306,2.080265967031015
-0.0001060757212936047,3.044360669259028,2.070619477518212
-0.0001060257212936047,3.033782688075306,2.08991245654382
-0.0001059757212936047,3.044360669259028,2.080265967031016
-0.0001059257212936047,3.023204706891582,2.089912456543821
-0.0001058757212936046,3.044360669259029,2.099558946056626
-0.0001058257212936046,3.044360669259028,2.099558946056626
-0.0001057757212936046,3.023204706891584,2.109205435569431
-0.0001057257212936046,3.044360669259027,2.118851925082236
-0.0001056757212936046,3.023204706891584,2.118851925082235
-0.0001056257212936047,3.033782688075304,2.109205435569432
-0.0001055757212936047,3.033782688075306,2.118851925082235
-0.0001055257212936047,3.033782688075306,2.12849841459504
-0.0001054757212936047,3.044360669259028,2.128498414595041
-0.0001054257212936047,3.033782688075306,2.128498414595041
-0.0001053757212936047,3.044360669259029,2.138144904107845
-0.0001053257212936046,3.044360669259029,2.14779139362065
-0.0001052757212936046,3.044360669259029,2.157437883133455
-0.0001052257212936046,3.054938650442752,2.147791393620651
-0.0001051757212936046,3.044360669259029,2.157437883133456
-0.0001051257212936046,3.044360669259029,2.16708437264626
-0.0001050757212936046,3.044360669259029,2.16708437264626
-0.0001050257212936047,3.044360669259029,2.16708437264626
-0.0001049757212936047,3.044360669259029,2.176730862159064
-0.0001049257212936047,3.033782688075306,2.176730862159065
-0.0001048757212936047,3.033782688075306,2.18637735167187
-0.0001048257212936047,3.033782688075306,2.18637735167187
-0.0001047757212936046,3.033782688075306,2.196023841184675
-0.0001047257212936046,3.033782688075306,2.186377351671871
-0.0001046757212936046,3.033782688075306,2.196023841184675
-0.0001046257212936046,3.033782688075305,2.20567033069748
-0.0001045757212936046,3.023204706891582,2.20567033069748
-0.0001045257212936046,3.023204706891582,2.205670330697481
-0.0001044757212936047,3.023204706891582,2.215316820210283
-0.0001044257212936047,3.033782688075305,2.215316820210285
-0.0001043757212936047,3.044360669259028,2.224963309723089
-0.0001043257212936047,3.033782688075306,2.22496330972309
-0.0001042757212936047,3.033782688075306,2.22496330972309
-0.0001042257212936047,3.033782688075306,2.22496330972309
-0.0001041757212936046,3.044360669259029,2.234609799235895
-0.0001041257212936046,3.054938650442751,2.2442562887487
-0.0001040757212936046,3.033782688075306,2.2442562887487
-0.0001040257212936046,3.033782688075306,2.244256288748701
-0.0001039757212936046,3.033782688075306,2.253902778261505
-0.0001039257212936047,3.033782688075306,2.253902778261505
-0.0001038757212936047,3.044360669259028,2.253902778261505
-0.0001038257212936047,3.033782688075306,2.253902778261505
-0.0001037757212936047,3.044360669259028,2.263549267774309
-0.0001037257212936047,3.044360669259029,2.282842246799919
-0.0001036757212936047,3.044360669259029,2.273195757287114
-0.0001036257212936046,3.033782688075306,2.273195757287115
-0.0001035757212936046,3.033782688075306,2.282842246799919
-0.0001035257212936046,3.033782688075306,2.282842246799919
-0.0001034757212936046,3.033782688075306,2.282842246799919
-0.0001034257212936046,3.033782688075306,2.282842246799921
-0.0001033757212936047,3.033782688075306,2.292488736312723
-0.0001033257212936047,3.033782688075306,2.292488736312724
