Frequency (Hz),Channel 1 Magnitude (dB),Channel 4 Magnitude (dB),Channel 4 Phase (deg)
10000.00000000001,-0.04728920823077726,13.82925706571899,161.8780902437906
10471.28548050901,-0.09486913508751832,13.86653327179859,161.2419301550768
10964.78196143186,-0.02808211908630029,13.78197866536247,160.814988265052
11481.53621496884,-0.1177670875462771,13.84480096205376,159.0338890942219
12022.64434617414,-0.0966930008176126,13.8217301036119,158.2107061773279
12589.25411794169,-0.06190695374084298,13.76866273621275,157.9424014014921
13182.56738556409,-0.06591023024403572,13.75320201026218,156.2704426346671
13803.84264602887,-0.05804936606331856,13.73154070390805,155.4374935837666
14454.39770745929,-0.09731615003475894,13.74890174871561,154.132534977698
15135.61248436209,-0.0827300694029086,13.70808136314502,153.3428010376781
15848.93192461114,-0.02860592757943507,13.63576395112011,152.0293154751374
16595.86907437561,-0.07691517598571007,13.65231805261094,150.9598367044009
17378.00828749376,-0.02518853293403279,13.57790315666602,149.8357745744901
18197.00858609984,-0.1282169943825183,13.65072214467225,148.3587144308956
19054.60717963248,-0.1259125295243093,13.60163219398896,147.0406891018712
19952.62314968881,-0.08053515507595586,13.54459334923085,145.6563646055383
20892.96130854041,-0.04027659292632467,13.45981849220725,144.3096187789914
21877.61623949554,-0.1535429445949429,13.53237100634009,142.3905537000286
22908.67652767774,-0.09885053428828679,13.44430034839677,141.2339981683759
23988.32919019492,-0.06584491957988178,13.37447461104988,139.5847823634552
25118.86431509582,-0.06549607468618526,13.32400546517206,137.5726667444221
26302.67991895384,-0.03900855187705601,13.25239718701168,136.245451171558
27542.28703338169,-0.08603061792255874,13.24975096167702,134.5215560522861
28840.31503126608,-0.1016995833599774,13.22033949663108,132.4061308105177
30199.51720402019,-0.1083477769096965,13.14768838471778,130.4898900151456
31622.77660168382,-0.05200006148376569,13.04776462721704,129.5569667347153
33113.11214825914,-0.1171740218106772,13.05981577158664,128.0249590787199
34673.6850452532,-0.04040814830316548,12.96138012178429,126.285071373068
36307.80547701017,-0.07396433952251899,12.98241374518861,125.372159201512
38018.93963205616,-0.0782677762690107,13.00859523593062,123.9876448041951
39810.71705534973,-0.102777151930722,13.04451439655914,123.6640654745106
41686.93834703355,-0.1308874061110427,13.08963880169692,123.0655089742347
43651.58322401661,-0.06400560568873481,13.04174426359687,122.0696046409524
45708.81896148752,-0.09114570161677364,13.07872956381063,121.3597000817433
47863.00923226385,-0.09701486503148789,13.08605911266592,120.8553281147175
50118.72336272724,-0.106093388210374,13.10349849649292,119.6631750327935
52480.74602497728,-0.08755936735336016,13.08080085234625,118.9858683424543
54954.08738576248,-0.1066811018746487,13.11766110343172,118.3787031491405
57543.99373371572,-0.07149627789772253,13.07143503903812,117.06776464859
60255.95860743582,-0.09469517383804532,13.09084355737802,116.4214654646207
63095.73444801936,-0.08204491245454931,13.07723493858104,115.6725135789144
66069.34480075965,-0.07798106220320124,13.05683777820429,114.7895702411011
69183.09709189369,-0.07645440602782899,13.02744061385732,113.8020442960277
72443.59600749906,-0.07932690549816747,12.98831051342959,112.9844034397861
75857.75750291844,-0.07514772207978358,12.91884068398203,112.023768795232
79432.82347242821,-0.02374039751288743,12.86064666861788,110.8757611013454
83176.37711026717,-0.05562015684224543,12.82090375609621,109.7818896850021
87096.35899560816,-0.02999467858132691,12.69651453871101,108.9407256465656
91201.08393559106,-0.06489146371750996,12.67407465226762,107.9316878890517
95499.25860214369,-0.043754305538221,12.49294975745055,106.8834413063111
100000.0000000001,-0.06323746962322069,12.4187503742124,105.9836812968043
104712.85480509,-0.04922525595712016,12.25258879351879,105.201158553336
109647.8196143186,-0.04595109933290542,12.04740412460137,104.1752069420159
