1000,5.46E-06,1.30E+04
1047.128548,5.46E-06,1.30E+04
1096.478196,5.45E-06,1.30E+04
1148.153621,5.45E-06,1.30E+04
1202.264435,5.44E-06,1.30E+04
1258.925412,5.44E-06,1.30E+04
1318.256739,5.44E-06,1.30E+04
1380.384265,5.44E-06,1.30E+04
1445.439771,5.43E-06,1.30E+04
1513.561248,5.43E-06,1.30E+04
1584.893192,5.44E-06,1.30E+04
1659.586907,5.42E-06,1.30E+04
1737.800829,5.42E-06,1.30E+04
1819.700859,5.41E-06,1.31E+04
1905.460718,5.41E-06,1.31E+04
1995.262315,5.41E-06,1.31E+04
2089.296131,5.40E-06,1.31E+04
2187.761624,5.40E-06,1.31E+04
2290.867653,5.39E-06,1.31E+04
2398.832919,5.39E-06,1.31E+04
2511.886432,5.39E-06,1.31E+04
2630.267992,5.39E-06,1.31E+04
2754.228703,5.39E-06,1.31E+04
2884.031503,5.38E-06,1.31E+04
3019.95172,5.38E-06,1.31E+04
3162.27766,5.38E-06,1.31E+04
3311.311215,5.38E-06,1.31E+04
3467.368505,5.36E-06,1.32E+04
3630.780548,5.36E-06,1.32E+04
3801.893963,5.36E-06,1.32E+04
3981.071706,5.37E-06,1.32E+04
4168.693835,5.36E-06,1.32E+04
4365.158322,5.37E-06,1.32E+04
4570.881896,5.36E-06,1.32E+04
4786.300923,5.36E-06,1.32E+04
5011.872336,5.36E-06,1.32E+04
5248.074602,5.33E-06,1.33E+04
5495.408739,5.36E-06,1.32E+04
5754.399373,5.36E-06,1.32E+04
6025.595861,5.36E-06,1.32E+04
6309.573445,5.35E-06,1.32E+04
6606.93448,5.36E-06,1.32E+04
6918.309709,5.36E-06,1.32E+04
7244.359601,5.35E-06,1.32E+04
7585.77575,5.37E-06,1.32E+04
7943.282347,5.34E-06,1.32E+04
8317.637711,5.34E-06,1.32E+04
8709.6359,5.36E-06,1.32E+04
9120.108394,5.34E-06,1.32E+04
9549.92586,5.38E-06,1.31E+04
10000,5.34E-06,1.32E+04
10471.28548,5.35E-06,1.32E+04
10964.78196,5.37E-06,1.32E+04
11481.53621,5.38E-06,1.31E+04
12022.64435,5.37E-06,1.32E+04
12589.25412,5.39E-06,1.31E+04
13182.56739,5.33E-06,1.33E+04
13803.84265,5.35E-06,1.32E+04
14454.39771,5.35E-06,1.32E+04
15135.61248,5.33E-06,1.33E+04
15848.93192,5.36E-06,1.32E+04
16595.86907,5.37E-06,1.32E+04
17378.00829,5.35E-06,1.32E+04
18197.00859,5.36E-06,1.32E+04
19054.60718,5.33E-06,1.33E+04
19952.62315,5.32E-06,1.33E+04
20892.96131,5.34E-06,1.32E+04
21877.61624,5.34E-06,1.32E+04
22908.67653,5.34E-06,1.32E+04
23988.32919,5.33E-06,1.33E+04
25118.86432,5.33E-06,1.33E+04
26302.67992,5.35E-06,1.32E+04
27542.28703,5.39E-06,1.31E+04
28840.31503,5.35E-06,1.32E+04
30199.5172,5.33E-06,1.33E+04
31622.7766,5.37E-06,1.32E+04
33113.11215,5.37E-06,1.32E+04
34673.68505,5.35E-06,1.32E+04
36307.80548,5.34E-06,1.32E+04
38018.93963,5.33E-06,1.33E+04
39810.71706,5.31E-06,1.33E+04
41686.93835,5.36E-06,1.32E+04
43651.58322,5.33E-06,1.33E+04
45708.81896,5.32E-06,1.33E+04
47863.00923,5.35E-06,1.32E+04
50118.72336,5.31E-06,1.33E+04
52480.74602,5.36E-06,1.32E+04
54954.08739,5.35E-06,1.32E+04
57543.99373,5.33E-06,1.33E+04
60255.95861,5.37E-06,1.32E+04
63095.73445,5.36E-06,1.32E+04
66069.3448,5.37E-06,1.32E+04
69183.09709,5.37E-06,1.32E+04
72443.59601,5.35E-06,1.32E+04
75857.7575,5.35E-06,1.32E+04
79432.82347,5.40E-06,1.31E+04
83176.37711,5.38E-06,1.31E+04
87096.359,5.38E-06,1.31E+04
91201.08394,5.38E-06,1.31E+04
95499.2586,5.41E-06,1.31E+04
100000,5.40E-06,1.31E+04
104712.8548,5.38E-06,1.31E+04
109647.8196,5.38E-06,1.31E+04
114815.3621,5.38E-06,1.31E+04
120226.4435,5.39E-06,1.31E+04
125892.5412,5.41E-06,1.31E+04
131825.6739,5.40E-06,1.31E+04
138038.4265,5.40E-06,1.31E+04
144543.9771,5.41E-06,1.31E+04
151356.1248,5.40E-06,1.31E+04
158489.3192,5.39E-06,1.31E+04
165958.6907,5.39E-06,1.31E+04
173780.0829,5.41E-06,1.31E+04
181970.0859,5.40E-06,1.31E+04
190546.0718,5.39E-06,1.31E+04
199526.2315,5.39E-06,1.31E+04
208929.6131,5.39E-06,1.31E+04
218776.1624,5.39E-06,1.31E+04
229086.7653,5.39E-06,1.31E+04
239883.2919,5.38E-06,1.31E+04
251188.6432,5.39E-06,1.31E+04
263026.7992,5.38E-06,1.31E+04
275422.8703,5.39E-06,1.31E+04
288403.1503,5.38E-06,1.31E+04
301995.172,5.37E-06,1.32E+04
316227.766,5.37E-06,1.32E+04
331131.1215,5.36E-06,1.32E+04
346736.8505,5.36E-06,1.32E+04
363078.0548,5.35E-06,1.32E+04
380189.3963,5.35E-06,1.32E+04
398107.1706,5.35E-06,1.32E+04
416869.3835,5.34E-06,1.32E+04
436515.8322,5.33E-06,1.33E+04
457088.1896,5.32E-06,1.33E+04
478630.0923,5.30E-06,1.33E+04
501187.2336,5.27E-06,1.34E+04
524807.4602,5.28E-06,1.34E+04
549540.8739,5.27E-06,1.34E+04
575439.9373,5.26E-06,1.34E+04
602559.5861,5.25E-06,1.35E+04
630957.3445,5.23E-06,1.35E+04
660693.448,5.21E-06,1.36E+04
691830.9709,5.19E-06,1.36E+04
724435.9601,5.18E-06,1.37E+04
758577.575,5.16E-06,1.37E+04
794328.2347,5.13E-06,1.38E+04
831763.7711,5.11E-06,1.38E+04
870963.59,5.08E-06,1.39E+04
912010.8394,5.05E-06,1.40E+04
954992.586,5.29E-06,1.34E+04
1000000,5.05E-06,1.40E+04
